category,scientific_name,common_names,conservation_status
Bird,Tachycineta thalassina,Violet-Green Swallow,
Bird,Euphagus cyanocephalus,Brewer's Blackbird,
Bird,Icterus bullockii,Bullock's Oriole,
Bird,Sturnella neglecta,Western Meadowlark,
Bird,Lanius excubitor,"Great Grey Shrike, Northern Shrike",
Bird,Dumetella carolinensis,"Gray Catbird, Grey Catbird",
Bird,Mimus polyglottos,Northern Mockingbird,
Bird,Oreoscoptes montanus,Sage Thrasher,Species of Concern
Bird,Anthus rubescens,American Pipit,
Bird,Poecile gambeli,Mountain Chickadee,
Bird,Cardellina pusilla,Wilson's Warbler,
Bird,Oreothlypis celata,Orange-Crowned Warbler,
Bird,Oreothlypis peregrina,Tennessee Warbler,
Bird,Oreothlypis ruficapilla,Nashville Warbler,
Bird,Oreothlypis virginiae,Virginia's Warbler,
Bird,Seiurus aurocapillus,Ovenbird,
Bird,Setophaga castanea,Bay-Breasted Warbler,
Bird,Setophaga citrina,Hooded Warbler,
Bird,Setophaga coronata,Yellow-Rumped Warbler,
Bird,Setophaga discolor,Prairie Warbler,
Bird,Setophaga dominica,Yellow-Throated Warbler,
Bird,Setophaga fusca,Blackburnian Warbler,
Bird,Setophaga palmarum,Palm Warbler,
Bird,Setophaga pensylvanica,Chestnut-Sided Warbler,
Bird,Setophaga petechia,Yellow Warbler,
Bird,Setophaga striata,Blackpoll Warbler,
Bird,Setophaga tigrina,Cape May Warbler,
Bird,Setophaga townsendi,Townsend's Warbler,
Bird,Polioptila caerulea,"Blue-Gray Gnatcatcher, Blue-Grey Gnatcatcher",
Bird,Phainopepla nitens,Phainopepla,Species of Concern
Bird,Sitta pygmaea,Pygmy Nuthatch,
Bird,Sturnus vulgaris,"Common Starling, European Starling",
Bird,Catherpes mexicanus,Canyon Wren,
Bird,Salpinctes obsoletus,Rock Wren,
Bird,Ixoreus naevius,Varied Thrush,
Bird,Myadestes townsendi,Townsend's Solitaire,
Bird,Sialia currucoides,Mountain Bluebird,
Bird,Sialia mexicana,Western Bluebird,Species of Concern
Bird,Contopus sordidulus,"Western Wood Pewee, Western Wood-Pewee",
Bird,Empidonax hammondii,Hammond's Flycatcher,
Bird,Empidonax oberholseri,Dusky Flycatcher,
Bird,Empidonax occidentalis,Cordilleran Flycatcher,
Bird,Empidonax wrightii,"Gray Flycatcher, Grey Flycatcher",
Bird,Myiarchus cinerascens,Ash-Throated Flycatcher,
Bird,Sayornis saya,Say's Phoebe,
Bird,Vireo solitarius,Blue-Headed Vireo,
Bird,Bubulcus ibis,"Cattle Egret, Western Cattle Egret",
Bird,Butorides virescens,Green Heron,
Bird,Egretta thula,Snowy Egret,
Bird,Egretta tricolor,Tricolored Heron,
Bird,Plegadis chihi,White-Faced Ibis,Species of Concern
Bird,Plegadis falcinellus,Glossy Ibis,
Bird,Melanerpes lewis,"Lewis' Woodpecker, Lewis's Woodpecker",
Bird,Picoides albolarvatus,White-Headed Woodpecker,
Bird,Picoides dorsalis,American Three-Toed Woodpecker,
Bird,Sphyrapicus nuchalis,Red-Naped Sapsucker,
Bird,Sphyrapicus thyroideus,Williamson's Sapsucker,Species of Concern
Bird,Aechmophorus clarkii,Clark's Grebe,
Bird,Aechmophorus occidentalis,Western Grebe,Species of Concern
Bird,Podiceps grisegena,Red-Necked Grebe,
Bird,Podiceps nigricollis,"Black-Necked Grebe, Eared Grebe",
Bird,Psiloscops flammeolus,Flammulated Owl,
Bird,Aegolius funereus,Boreal Owl,
Bird,Athene cunicularia,Burrowing Owl,
Bird,Bubo scandiacus,Snowy Owl,
Bird,Glaucidium gnoma,"Mountain Pygmy Owl, Northern Pygmy-Owl",
Bird,Megascops asio,Eastern Screech-Owl,
Bird,Megascops kennicottii,Western Screech-Owl,
Bird,Strix nebulosa,"Great Gray Owl, Great Grey Owl",
Reptile,Charina bottae,Rubber Boa,
Reptile,Coluber constrictor,Racer,
Reptile,Pituophis catenifer sayi,Bullsnake,
Reptile,Thamnophis elegans vagrans,Wandering Garter Snake,
Reptile,Thamnophis sirtalis fitchi,Valley Garter Snake,
Reptile,Phrynosoma hernandesi,Greater Short-Horned Lizard,
Reptile,Sceloporus graciosus graciosus,Northern Sagebrush Lizard,Species of Concern
Reptile,Crotalus viridis viridis,Prairie Rattlesnake,
Reptile,Chrysemys picta bellii,Western Painted Turtle,
Amphibian,Anaxyrus boreas boreas,Boreal Toad,
Amphibian,Bufo woodhousii,Woodhouse's Toad,
Amphibian,Pseudacris maculata,Boreal Chorus Frog,
Amphibian,Rana catesbeiana,"American Bullfrog, Bullfrog",
Amphibian,Rana luteiventris,Columbia Spotted Frog,Species of Concern
Amphibian,Spea bombifrons,Plains Spadefoot,
Amphibian,Spea intermontana,Great Basin Spadefoot,
Amphibian,Ambystoma mavortium melanostictum,Blotched Tiger Salamander,
Fish,Catostomus ardens,Utah Sucker,
Fish,Catostomus catostomus,Longnose Sucker,
Fish,Catostomus platyrhynchus,Mountain Sucker,
Fish,Chasmistes liorus,June Sucker,Endangered
Fish,Couesius plumbeus,Lake Chub,
Fish,Gila atraria,Utah Chub,
Fish,Rhinichthys osculus,Speckled Dace,
Fish,Richardsonius balteatus,Redside Shiner,
Fish,Oncorhynchus clarki behnkei,Finespotted Snake River Cutthroat Trout,
Fish,Oncorhynchus clarkii bouvieri,Yellowstone Cutthroat Trout,
Fish,Oncorhynchus clarkii lewisi,Westslope Cutthroat Trout,
Fish,Oncorhynchus mykiss,Rainbow Trout,Threatened
Fish,Prosopium williamsoni,Mountain Whitefish,
Fish,Salvelinus fontinalis,"Aurora Trout, Brook Trout, Charr, Coaster Brook Trout, Salter, Sea Trout",
Fish,Salvelinus namaycush,Lake Trout,
Fish,Thymallus arcticus,Arctic Grayling,
Fish,Cottus bairdii,Mottled Sculpin,Species of Concern
Vas. Plant,Dodecatheon pulchellum var. pulchellum,"Beautiful Shooting Star, Shooting Star, Slimpod Shooting Star",
Vas. Plant,Alisma triviale,"Northern Water Plantain, Northern Water-Plantain",
Vas. Plant,Sagittaria cuneata,"Arumleaf Arrowhead, Arum-Leaf Arrowhead, Nothern Arrowhead, Wapato",
Vas. Plant,Lemna gibba,Swollen Duckweed,
Vas. Plant,Lemna trisulca,"Ivy-Leaf Duckweed, Star Duckweed",
Vas. Plant,Lemna turionifera,Turion Duckweed,
Vas. Plant,Lemna valdiviana,"Pale Duckweed, Valdivia Duckweed, Valdivia's Duckweed",
Vas. Plant,Lysichiton americanus,American Skunkcabbage,
Vas. Plant,Elodea canadensis,"Broad Waterweed, Canada Waterweed, Canadian Waterweed",
Vas. Plant,Elodea nuttallii,Waterweed,
Vas. Plant,Najas flexilis,"Nodding Waternymph, Slender Naiad, Wavy Waternymph",Species of Concern
Vas. Plant,Triglochin palustre,Slender Arrow-Grass,
Vas. Plant,Potamogeton alpinus,Alpine Pondweed,
Vas. Plant,Potamogeton amplifolius,Largeleaf Pondweed,
Vas. Plant,Potamogeton epihydrus,Ribbonleaf Pondweed,
Vas. Plant,Potamogeton foliosus ssp. fibrillosus,Leafy Pondweed,
Vas. Plant,Potamogeton foliosus ssp. foliosus,Leafy Pondweed,
Vas. Plant,Potamogeton friesii,"Flat-Stalk Pondweed, Fries' Pondweed",
Vas. Plant,Potamogeton gramineus,"Grassy Pondweed, Variableleaf Pondweed",
Vas. Plant,Potamogeton natans,"Broadleaf Pondweed, Floating Pondweed, Floatingleaf Pondweed",
Vas. Plant,Potamogeton nodosus,"Longleaf Pondweed, Long-Leaf Pondweed",
Vas. Plant,Potamogeton obtusifolius,Bluntleaf Pondweed,
Vas. Plant,Potamogeton praelongus,"Whitestem Pondweed, White-Stem Pondweed",
Vas. Plant,Potamogeton pusillus,"Baby Pondweed, Small Pondweed",
Vas. Plant,Potamogeton pusillus ssp. pusillus,Small Pondweed,
Vas. Plant,Potamogeton pusillus ssp. tenuissimus,Small Pondweed,
Vas. Plant,Potamogeton robbinsii,"Robbins Pondweed, Robbins' Pondweed",
Vas. Plant,Potamogeton strictifolius,"Narrowleaf Pondweed, Straight-Leaf Pondweed",
Vas. Plant,Potamogeton zosteriformis,Flat-Stemmed Pondweed,
Vas. Plant,Stuckenia filiformis ssp. alpinus,"Fineleaf Pondweed, Northern Slender Pondweed",
Vas. Plant,Stuckenia filiformis ssp. occidentalis,"Slender Pondweed, Western Fineleaf Pondweed",
Vas. Plant,Stuckenia vaginata,Sheathed Pondweed,
Vas. Plant,Zannichellia palustris,"Horned Pondweed, Horned Poolmat, Horned-Pondweed",
Vas. Plant,Ruppia cirrhosa,Spiral Ditchgrass,
Vas. Plant,Scheuchzeria palustris,Rannoch-Rush,
Vas. Plant,Angelica arguta,"Angelica, Lyall's Angelica, Sharptooth Angelica",
Vas. Plant,Angelica pinnata,"Smallleaf Angelica, Small-Leaf Angelica",
Vas. Plant,Angelica roseana,Rose Angelica,
Vas. Plant,Bupleurum americanum,American Thorow Wax,
Vas. Plant,Carum carvi,"Caraway, Wild Caraway",
Vas. Plant,Cicuta maculata var. angustifolia,"Common Water Hemlock, Poison Parsnip, Spotted Cowbane, Spotted Parsley, Spotted Water Hemlock, Spotted Water-Hemlock, Water Hemlock",
Vas. Plant,Conium maculatum,"Cigue Maculee, Cigue Tachetee, Deadly Hemlock, Poison Hemlock, Poison Parsley, Poison-Hemlock",
Vas. Plant,Cymopterus nivalis,Snowline Springparsley,
Vas. Plant,Daucus carota,"Bird's Nest, Queen Anne's Lace, Wild Carrot",
Vas. Plant,Ligusticum canbyi,"Canby's Licorice-Root, Canby's Lovage",
Vas. Plant,Ligusticum filicinum,"Fernleaf Licoriceroot, Fernleaf Licorice-Root",
Vas. Plant,Lomatium ambiguum,Wyeth Biscuitroot,
Vas. Plant,Lomatium cous,"Cous Biscuitroot, Cous' Biscuitroot, Cous-Root Desert-Parsley",
Vas. Plant,Lomatium dissectum var. multifidum,Carrotleaf Biscuitroot,
Vas. Plant,Lomatium macrocarpum,"Bigseed Biscuitroot, Bigseed Lomatium, Largefruit Biscuitroot, Large-Fruit Desert-Parsley, Long Mamma",
Vas. Plant,Musineon divaricatum,"Leafy Musineon, Leafy Wild Parsley, Leafy Wildparsley, Wildparsley",
Vas. Plant,Orogenia linearifolia,"Great Basin Indian Potato, Indianpotato",
Vas. Plant,Osmorhiza berteroi,"Mountain Sweetroot, Sweet Cicely, Sweetcicely",
Vas. Plant,Osmorhiza depauperata,"Blunt-Fruit Sweet-Cicely, Bluntseed Sweetroot",
Vas. Plant,Pastinaca sativa,Wild Parsnip,
Vas. Plant,Sanicula graveolens,"Northern Sanicle, Sierra Sanicle",
Vas. Plant,Sanicula marilandica,"Black Sanicle, Maryland Black-Snakeroot, Maryland Sanicle",
Vas. Plant,Sium suave,"Common Waterparsnip, Hemlock Waterparsnip, Hemlock Water-Parsnip",Species of Concern
Vas. Plant,Zizia aptera,"Heartleaf Alexanders, Heart-Leaf Alexanders, Meadow Zizia, Meadowparsnip",
Vas. Plant,Allium brandegeei,Brandegee's Onion,
Vas. Plant,Allium brevistylum,Shortstyle Onion,
Vas. Plant,Allium cernuum,Nodding Onion,
Vas. Plant,Allium geyeri var. tenerum,Bulbil Onion,
Vas. Plant,Allium schoenoprasum,"Wild Chive, Wild Chives",
Vas. Plant,Allium textile,"Prairie Onion, Textile Onion, Wild Onion",
Vas. Plant,Asparagus officinalis,"Asparagus, Garden Asparagus, Garden-Asparagus",
Vas. Plant,Camassia quamash,"Common Camas, Small Camas",
Vas. Plant,Maianthemum stellatum,"False Solomon's Seal, Little False Solomon's-Seal, Star False Solomon's-Seal, Star-Flower Solomon's-Seal, Starry False Lily Of The Valley, Starry False Solomon's Seal, Starry False Solomon's-Seal, Starry Solomon's-Seal",
Vas. Plant,Triteleia grandiflora var. grandiflora,Largeflower Triteleia,
Vas. Plant,Yucca glauca,"Beargrass, Great Plains Yucca, Small Soapweed, Soapweed Yucca, Spanish Bayonet, Yucca",
Vas. Plant,Iris missouriensis,"Rocky Mountain Iris, Western Blue Flag, Wild Iris, Wildiris",Species of Concern
Vas. Plant,Sisyrinchium idahoense var. idahoense,Idaho Blue-Eyed Grass,
Vas. Plant,Sisyrinchium idahoense var. occidentale,Idaho Blue-Eyed Grass,
Vas. Plant,Sisyrinchium montanum,"Mountain Blueeyed Grass, Mountain Blue-Eyed Grass, Strict Blue-Eyed Grass, Strict Blue-Eyed-Grass",
Vas. Plant,Calypso bulbosa,"Fairy Slipper, Fairyslipper, Fairyslipper Orchid, Fairy-Slipper Orchid",
Vas. Plant,Corallorrhiza mertensiana,Pacific Coralroot,
Vas. Plant,Corallorrhiza striata,"Hooded Coralroot, Striped Coralroot",
Vas. Plant,Corallorrhiza trifida,"Early Coralroot, Yellow Coralroot",
Vas. Plant,Corallorrhiza wisteriana,"Coralroot, Spring Coralroot",
Vas. Plant,Epipactis gigantea,"Giant Helleborine, Stream Orchid",
Vas. Plant,Goodyera oblongifolia,"Rattlesnake Plantain, Western Rattlesnake Plantain",
Vas. Plant,Listera borealis,"Northern Listera, Northern Twayblade",
Vas. Plant,Listera caurina,Northwestern Twayblade,
Vas. Plant,Listera convallarioides,"Broadleaf Twayblade, Broad-Lip Twayblade, Broadlipped Listera, Broadlipped Twayblade",
Vas. Plant,Listera cordata,Heartleaf Twayblade,
Vas. Plant,Piperia unalascensis,"Alaska Bog Orchid, Alaska Rein Orchid, Alaskan Rein-Orchid, Slender-Spire Orchid",
Vas. Plant,Platanthera dilatata var. albiflora,Scentbottle,
Vas. Plant,Platanthera dilatata var. dilatata,Scentbottle,
Vas. Plant,Platanthera hyperborea,"Northern Bog Orchid, Northern Green Orchid",
Vas. Plant,Platanthera obtusata,"Bluntleaved Orchid, Northern Small Bog Orchid",
Vas. Plant,Platanthera stricta,"Modoc Bog Orchid, Slender Bog Orchid",
Vas. Plant,Spiranthes romanzoffiana,"Hooded Ladiestresses, Hooded Ladies'-Tresses, Hooded Lady's Tresses",
Vas. Plant,Agoseris aurantiaca,"Orange Agoseris, Orange-Flowered False-Dandelion",
Vas. Plant,Agoseris glauca var. dasycephala,"Pale Agoseris, Pale Goat-Chicory",
Vas. Plant,Agoseris glauca var. glauca,Pale Agoseris,
Vas. Plant,Agoseris glauca var. laciniata,"Arizona Mountain Dandelion, False Agoseris",
Vas. Plant,Agoseris lackschewitzii,Mill Creek Agoseris,
Vas. Plant,Ambrosia artemisiifolia,"Annual Ragweed, Common Ragweed, Low Ragweed, Ragweed, Roman Wormwood, Short Ragweed, Small Ragweed",
Vas. Plant,Ambrosia psilostachya,"Cuman Ragweed, Perennial Ragweed, Western Ragweed",
Vas. Plant,Anaphalis margaritacea,"Common Pearlyeverlasting, Pearly Everlasting, Pearly-Everlasting, Western Pearly Everlasting, Western Pearlyeverlasting",
Vas. Plant,Antennaria anaphaloides,"Pearly Pussytoes, Pussytoes, Tall Everlasting",
Vas. Plant,Antennaria aromatica,Scented Pussytoes,
Vas. Plant,Antennaria corymbosa,"Flattop Pussytoes, Flat-Top Pussytoes, Meadow Everlasting",
Vas. Plant,Antennaria dimorpha,"Low Everlasting, Low Pussytoes",
Vas. Plant,Antennaria flagellaris,"Stoloniferous Pussy-Toes, Whip Pussytoes",
Vas. Plant,Antennaria lanata,Woolly Pussytoes,
Vas. Plant,Antennaria luzuloides,Rush Pussytoes,
Vas. Plant,Antennaria media,Rocky Mountain Pussytoes,
Vas. Plant,Antennaria microphylla,"Littleleaf Pussytoes, Rocky Mountain Pussytoes, Small Leaf Everlasting, Smallleaf Pussytoes",
Vas. Plant,Antennaria parvifolia,Smallleaf Pussytoes,
Vas. Plant,Antennaria pulcherrima,Showy Pussytoes,
Vas. Plant,Antennaria racemosa,Raceme Pussytoes,
Vas. Plant,Antennaria rosea,"Rosy Pussytoes, Rosy Pussy-Toes",
Vas. Plant,Antennaria umbrinella,"Brown Everlasting, Umber Pussytoes",
Vas. Plant,Anthemis tinctoria,Golden Chamomile,
Vas. Plant,Arctium lappa,"Great Burdock, Greater Burdock, Greater Burrdock, Woodland Burdock",
Vas. Plant,Arctium minus,"Beggar's Button, Burdock, Common Burdock, Lesser Burdock, Lesser Burrdock, Small Burdock, Smaller Burdock, Wild Burdock, Wild Rhubarb",
Vas. Plant,Arnica cordifolia,"Heartleaf Arnica, Heart-Leaf Leopardbane",
Vas. Plant,Arnica fulgens,"Foothill Arnica, Orange Arnica, Shining Leopardbane",
Vas. Plant,Arnica latifolia,Broadleaf Arnica,
Vas. Plant,Arnica longifolia,"Longleaf Arnica, Spearleaf Arnica",
Vas. Plant,Arnica mollis,"Hairy Arnica, Wooly Arnica",
Vas. Plant,Arnica parryi,"Nodding Arnica, Parry's Arnica, Sonne's Arnica",
Vas. Plant,Arnica rydbergii,"Rydberg's Arnica, Subalpine Arnica",
Vas. Plant,Arnica sororia,Twin Arnica,
Vas. Plant,Artemisia absinthium,"Absinth Sagewort, Absinth Wormwood, Absinthium, Common Sagewort",
Vas. Plant,Artemisia biennis var. biennis,Biennial Wormwood,
Vas. Plant,Artemisia dracunculus,"False Tarragon, Green Sagewort, Silky Wormwood, Tarragon, Wormwood",
Vas. Plant,Artemisia frigida,"Fringed Sagebrush, Fringed Sagewort, Prairie Sagewort",
Vas. Plant,Artemisia michauxiana,"Michaux's Sagebrush, Michaux's Sagewort, Michaux's Wormwood",
Vas. Plant,Artemisia nova,Black Sagebrush,
Vas. Plant,Artemisia scopulorum,"Alpine Sagebrush, Dwarf Sagebrush",
Vas. Plant,Artemisia tridentata var. tridentata,"Basin Sagebrush, Big Sagebrush",
Vas. Plant,Balsamorhiza sagittata,Arrowleaf Balsamroot,
Vas. Plant,Bidens cernua,"Bur Marigold, Nodding Beggartick, Nodding Beggarticks, Nodding Bur Marigold, Nodding Burmarigold, Nodding Bur-Marigold, Nodding Burr-Marigold, Sticktight",
Vas. Plant,Brickellia grandiflora,"Mountain Brickellbush, Tasselflower Brickellbush, Tasselflower Brickellia",
Vas. Plant,Carduus acanthoides,"Plumeless Thistle, Spiny Plumeless Thistle, Spiny Plumeless-Thistle",
Vas. Plant,Centaurea diffusa,"Diffuse Knapweed, White Knapweed",
Vas. Plant,Centaurea maculosa,Spotted Knapweed,
Vas. Plant,Centaurea pratensis,Meadow Knapweed,
Vas. Plant,Centaurea repens,"Hardheads, Russian Knapweed",
Vas. Plant,Chrysanthemum leucanthemum,"Oxeye Daisy, Ox-Eye Daisy",
Vas. Plant,Chrysothamnus viscidiflorus var. viscidiflorus,Yellow Rabbitbrush,
Vas. Plant,Cichorium intybus,"Blue Sailors, Chickory, Chicory, Coffeeweed, Common Chicory, French Endive, Succory",
Vas. Plant,Cirsium arvense,Canada Thistle,
Vas. Plant,Cirsium canovirens,Graygreen Thistle,
Vas. Plant,Cirsium eatonii,"Eaton's Thistle, Mountaintop Thistle",
Vas. Plant,Cirsium foliosum,"Drummond's Thistle, Elk Thistle, Leafy Thistle, Meadow Thistle",
Vas. Plant,Cirsium scariosum,Evert's Thistle,
Vas. Plant,Cirsium undulatum,"Gray Thistle, Wavyleaf Thistle, Wavy-Leaf Thistle",
Vas. Plant,Conyza canadensis,"Canada Horseweed, Canadian Horseweed, Horseweed, Horseweed Fleabane, Mares Tail, Marestail",
Vas. Plant,Crepis acuminata,"Longleaf Hawksbeard, Long-Leaf Hawksbeard, Tapertip Hawksbeard",
Vas. Plant,Crepis atribarba,"Hawksbeard, Slender Hawksbeard",
Vas. Plant,Crepis elegans,Elegant Hawksbeard,
Vas. Plant,Crepis intermedia,"Gray Hawksbeard, Limestone Hawksbeard",
Vas. Plant,Crepis modocensis,"Common Hawksbeard, Modoc Hawksbeard, Siskiyou Hawksbeard",
Vas. Plant,Crepis occidentalis ssp. costata,Largeflower Hawksbeard,
Vas. Plant,Crepis tectorum,"Narrowleaf Hawksbeard, Narrow-Leaf Hawk's-Beard, Narrowleaved Hawk's Beard",
Vas. Plant,Ericameria discoidea var. linearis,Whitestem Goldenbush,
Vas. Plant,Ericameria nauseosa var. nauseosa,Rubber Rabbitbrush,
Vas. Plant,Ericameria nauseosa var. oreophila,Rubber Rabbitbrush,
Vas. Plant,Ericameria suffruticosa,"Bighead Goldenbush, Singlehead Goldenbush, Single-Head Heath-Goldenrod",
Vas. Plant,Erigeron acris var. kamtschaticus,"Bitter Daisy, Bitter Fleabane, Blue Fleabane",
Vas. Plant,Erigeron caespitosus,Tufted Fleabane,
Vas. Plant,Erigeron corymbosus,Longleaf Fleabane,
Vas. Plant,Erigeron eatonii var. eatonii,"Eaton's Daisy, Eaton's Fleabane",
Vas. Plant,Erigeron formosissimus var. viscidus,Beautiful Fleabane,
Vas. Plant,Erigeron glabellus var. glabellus,"Rough Fleabane, Streamside Fleabane",
Vas. Plant,Erigeron gracilis,Quill Fleabane,
Vas. Plant,Erigeron linearis,"Desert Yellow Fleabane, Linearleaf Daisy",
Vas. Plant,Erigeron lonchophyllus,"Low-Meadow Fleabane, Shortray Boreal Daisy, Short-Ray Boreal-Daisy, Shortray Fleabane, Spearleaf Daisy",
Vas. Plant,Erigeron ochroleucus var. ochroleucus,Buff Fleabane,
Vas. Plant,Erigeron ochroleucus var. scribneri,Buff Fleabane,
Vas. Plant,Erigeron pumilus var. gracilior,Shaggy Fleabane,
Vas. Plant,Erigeron rydbergii,Rydberg's Fleabane,
Vas. Plant,Erigeron simplex,"Oneflower Fleabane, Onestem Daisy, Onestem Fleabane, One-Stem Fleabane",
Vas. Plant,Erigeron speciosus,"Aspen Fleabane, Oregon Daisy, Oregon Fleabane, Threenerve Fleabane",
Vas. Plant,Erigeron strigosus,"Daisy Fleabane, Prairie Fleabane, Rough Fleabane",
Vas. Plant,Erigeron tweedyi,Tweedy's Fleabane,
Vas. Plant,Erigeron ursinus,"Bear Daisy, Bear River Fleabane",
Vas. Plant,Eriophyllum lanatum var. integrifolium,"Common Woolly Sunflower, Wholeleaf Eriophyllum",
Vas. Plant,Eucephalus elegans,Elegant Aster,
Vas. Plant,Eucephalus engelmannii,Engelmann's Aster,
Vas. Plant,Eurybia conspicua,"Eastern Showy Aster, Western Showy Aster",
Vas. Plant,Eurybia integrifolia,Thickstem Aster,
Vas. Plant,Eurybia merita,Subalpine Aster,
Vas. Plant,Gaillardia aristata,"Common Gaillardia, Gaillardia, Great Blanket-Flower",
Vas. Plant,Gnaphalium palustre,"Cudweed, Lowland Cudweed, Marsh Everlasting, Western Marsh Cudweed",
Vas. Plant,Grindelia squarrosa,"Curlycup Gumweed, Curlytop Gumweed, Gumweed, Rosinweed, Tarweed",
Vas. Plant,Helianthella quinquenervis,"Fivenerve Helianthella, Nodding Dwarf-Sunflower, Nodding Helianthella",
Vas. Plant,Helianthella uniflora,Oneflower Helianthella,
Vas. Plant,Helianthus annuus,"Annual Sunflower, Common Sunflower, Sunflower, Wild Sunflower",
Vas. Plant,Helianthus nuttallii,Nuttall's Sunflower,
Vas. Plant,Heterotheca villosa var. nana,Hairy False Goldenaster,
Vas. Plant,Hieracium albiflorum,"White Hawkweed, Whiteflower Hawkweed",
Vas. Plant,Hieracium caespitosum,"Meadow Hawkweed, Yellow Hawkweed",
Vas. Plant,Hieracium cynoglossoides,Houndstongue Hawkweed,
Vas. Plant,Hieracium floribundum,Yellow Devil Hawkweed,
Vas. Plant,Hulsea algida,"Alpine Hulsea, Pacific Hulsea",
Vas. Plant,Hypochaeris radicata,"Spotted Cats-Ear, Hairy Cats-Ear, Gosmore",
Vas. Plant,Ionactis alpina,"Crag Aster, Lava Aster",
Vas. Plant,Iva xanthifolia,"Burweed Marshelder, Carelessweed, False Ragweed, Giant Marshelder, Giant Sumpweed, Horseweed, Marshelder, Rag Sumpweed",
Vas. Plant,Lactuca biennis,"Tall Blue Lettuce, Wild Blue Lettuce",
Vas. Plant,Lactuca serriola,"China Lettuce, Prickly Lettuce, Wild Lettuce",
Vas. Plant,Logfia arvensis,Field Cottonrose,
Vas. Plant,Machaeranthera canescens var. canescens,Hoary Tansyaster,
Vas. Plant,Madia glomerata,"Cluster Tarweed, Mountain Tarplant, Mountain Tarweed",
Vas. Plant,Matricaria matricarioides,"Disc Mayweed, Pineappleweed",
Vas. Plant,Microseris nutans,"Nodding Microseris, Nodding Silverpuffs",
Vas. Plant,Nothocalais nigrescens,Meadow Prairie-Dandelion,
Vas. Plant,Nothocalais troximoides,"False Agoseris, Weevil Prairie-Dandelion",
